article,unique_words
Non-English-language_science_c.txt,117
Stimulant-addicted_patients_ca.txt,117
Key_driver_of_the_spread_of_ca.txt,117
Poor_sleep_quality_and_fatigue.txt,117
Using_visual_information_to_le.txt,117
Mystery_origin_of_iconic_Aussi.txt,117
Great_valley_found_on_Mercury_.txt,117
More_autonomy_at_work_reduces_.txt,117
Professors_need_to_be_entertai.txt,117
Laser_therapy_gains_credibilit.txt,117
Study_finds_that_sleep_restric.txt,117
COVID-19_pandemic_severely_imp.txt,117
Hormonal_contraceptives_affect.txt,117
Hair_thinning_by_stem_cell_los.txt,117
Genes_and_motor_skills_develop.txt,117
Moms_with_MS_at_no_more_risk_o.txt,117
Changing_your_mind_based_on_in.txt,117
Preliminary_results_of_two_lar.txt,117
Aggressive_form_of_leukemia_li.txt,117
New_hair_dyes_avoid_allergic_r.txt,117
Why_babies_don't_always_rememb.txt,117
Disrupting_the_gut_microbiome_.txt,117
Faster_LEDs_for_wireless_commu.txt,117
Energy-harvesting_wearable_dev.txt,117
Parkinson's_drug_could_treat_r.txt,117
Individualized_diets_for_irrit.txt,117
Just_enough_information_will_m.txt,117
Mosquito-borne_virus_may_lead_.txt,117
Aboriginal_Australians_in_citi.txt,117
Breast_milk_of_marijuana_users.txt,117
Dysfunction_of_cellular_powerp.txt,117
Little_skates_could_hold_the_k.txt,118
One_million_artists_can't_be_w.txt,118
Electrical_and_chemical_coupli.txt,118
That_primate’s_got_rhythm!____.txt,118
Long-term_stress_in_dogs_linke.txt,118
Progress_in_developing_an_accu.txt,118
Optimism_linked_to_lower_strok.txt,118
Common_characteristics_of_rare.txt,118
Cannabis_linked_to_bipolar_sym.txt,118
Gastric_acid_suppressants_link.txt,118
Multiple_neurodevelopmental_co.txt,118
Wearable-tech_glove_translates.txt,118
Disparities_in_a_common_air_po.txt,118
Learning_and_protecting_itself.txt,118
Healthy_lifestyle_linked_to_be.txt,118
Jupiter_bumped_giant_planet_fr.txt,118
Detecting_early-stage_failure_.txt,118
New_insights_into_Fragile_X_sy.txt,118
Kids_diagnosed_with_ADHD_often.txt,118
Lithium_treatment_for_bipolar_.txt,118
Preschool_teachers_need_better.txt,118
Is_migraine_tied_to_complicati.txt,118
New_super-resolution_technique.txt,118
Face_mask_insert_could_help_di.txt,118
Five_patterns_of_gun_ownership.txt,118
'Perfect_storm'_led_to_2016_Gr.txt,118
"Decreased_sexual_activity,_des.txt",118
Experts_tap_into_behavioral_re.txt,118
Living_environment_affects_the.txt,118
Athletes_need_thorough_tests_a.txt,118
Mutation_links_bipolar_disorde.txt,118
Enzyme_that_protects_cells_fro.txt,118
Changes_in_genes_involved_in_D.txt,118
Stressed_out_volcanoes_more_li.txt,118
Methamphetamine_use_linked_to_.txt,118
How_much_does_it_cost_Californ.txt,118
Microglial_methylation_'landsc.txt,118
World's_protected_areas_need_m.txt,118
Listening_to_happy_music_may_e.txt,118
Gestational_diabetes_may_accel.txt,118
Treatment_has_no_sufficient_ef.txt,118
Hormone_therapy_associated_wit.txt,118
Virtual_avatar_coaching_with_c.txt,118
Lifting_advice_doesn't_stand_u.txt,118
Vitamin_D_deficiency_is_associ.txt,118
Opioid_use_linked_to_pregnancy.txt,118
"Flexible,_wearable_X-ray_detec.txt",118
Soil_compound_fights_chronic_w.txt,118
Chemotherapy_drug_puts_young_c.txt,118
Aspirin_to_fight_an_expensive_.txt,118
It's_shocking:_Ultra-focused_e.txt,118
Renewable_energies:_No_wind_tu.txt,118
Traditional_PTSD_therapy_doesn.txt,118
Human_milk_based_fortifiers_im.txt,118
New_marmoset_species_discovere.txt,118
Combined_breast_and_gynecologi.txt,119
Spiders_can_sniff_out_and_avoi.txt,119
Ocean_changes_are_affecting_sa.txt,119
Distinct_brain_region_alterati.txt,119
A_new_method_for_quantum_compu.txt,119
"In_women,_higher_body_fat_may_.txt",119
New_study_holds_hope_for_impro.txt,119
Hacking_and_loss_of_driving_sk.txt,119
Parasite_needs_chemical_(lipid.txt,119
Big_data_analysis_suggests_rol.txt,119
Austerity_results_in_'social_m.txt,119
Family_study_emphasizes_distin.txt,119
Cavalier_King_Charles_spaniels.txt,119
Molecular_mechanism_that_media.txt,119
Traits_associated_with_increas.txt,119
Animal_welfare:_Potential_new_.txt,119
"Link_between_education,_income.txt",119
Cancer_researchers_locate_driv.txt,119
"Erectile_dysfunction_worsened,.txt",119
Vitamin_D_and_estradiol_help_g.txt,119
Heartburn_drugs_may_have_unexp.txt,119
Abnormal_thyroid_hormone_level.txt,119
Borderline_personality_disorde.txt,119
Music_develops_the_spoken_lang.txt,119
New_Canadian_guidelines_for_tr.txt,119
How_prions_invade_the_brain___.txt,119
New_method_developed_to_detect.txt,119
Possible_trigger_for_Crohn's_d.txt,119
Ghosts_of_past_pesticide_use_c.txt,119
"Ecstasy,_Molly_can_be_fatal_in.txt",119
Vitamin_D_and_fish_oil_show_pr.txt,119
Oil_in_the_ocean_photooxidizes.txt,119
A_quick_path_to_antimalarial_r.txt,119
Genetic_test_better_than_blood.txt,119
Japanese_encephalitis_is_trans.txt,119
Cancer_scientists_aim_to_use_p.txt,119
The_effects_of_pediatric_criti.txt,119
Some_of_the_world’s_oldest_rub.txt,119
Deficits_may_remain_after_7-da.txt,119
Nature_helps_us_cope_with_body.txt,119
Sex_differences_in_brain_activ.txt,119
Helping_doctors_manage_COVID-1.txt,119
"Men,_women_ride_the_same_emoti.txt",119
Discovery_could_eventually_hel.txt,119
Routine_vitamin_B12_screening_.txt,119
Nuclear_terrorism_could_be_int.txt,119
Unravelling_an_alternative_mec.txt,119
Professor_uncovers_surprising_.txt,119
Depression_in_new_fathers_conn.txt,119
Most_popular_vitamin_and_miner.txt,119
Analyzing_successful_Judo_thro.txt,119
Performance_enhancer:_Sports_c.txt,119
New_study_estimates_prevalence.txt,119
Wearable_tech:_Engineers_inven.txt,119
Microwave-powered_rocket_propu.txt,119
High-security_identification_t.txt,119
Chemical_memory_in_plants_affe.txt,119
Mimicking_a_chronic_immune_res.txt,119
Exercise_can_provide_relief_fo.txt,119
Impact_of_coral_bleaching_on_W.txt,119
Getting_to_the_heart_of_chroni.txt,119
Differences_in_immune_response.txt,119
Game_theory_highlights_power_o.txt,119
Babies_born_to_mothers_with_sl.txt,120
Health_psychologists_now_treat.txt,120
Migraine_increases_the_risk_of.txt,120
Stardust_discovered_in_far-off.txt,120
Loose-fill_asbestos_insulation.txt,120
Toward_a_clearer_diagnosis_of_.txt,120
COPD_linked_to_heightened_risk.txt,120
'Whispering_gallery'_effect_co.txt,120
Global_warming_to_increase_vio.txt,120
NASA_spacecraft_sees_tornado's.txt,120
New_exoplanet_too_big_for_its_.txt,120
Controlling_amounts_of_heparan.txt,120
Disease_outbreak_simulations_r.txt,120
Climatic_drivers_of_honey_bee_.txt,120
Immune_cell_discovery_could_im.txt,120
Novel_peroxide-based_material_.txt,120
How_the_connections_inside_bir.txt,120
Fungi_embrace_fundamental_econ.txt,120
New_potential_drug_target_for_.txt,120
How_long_can_fiber_reinforced_.txt,120
Inflammation_from_ADT_may_caus.txt,120
Recycled_concrete_could_be_a_s.txt,120
Predicting_solar_cell_performa.txt,120
Mars_didn't_dry_up_in_one_go__.txt,120
'Vioxx_Like'_Drugs_May_Still_B.txt,120
New_treatment_triggers_self-de.txt,120
Engineering_diseased_human_ski.txt,120
Potential_indicator_for_obesit.txt,120
Mercury_passes_in_front_of_the.txt,120
To_treat_or_not_to_treat_(to_t.txt,120
Serum_biomarkers_can_predict_w.txt,120
Gut_enzyme_IAP_found_to_preven.txt,120
"Improving_efficiency,_effectiv.txt",120
"Diet,_nutrition_have_profound_.txt",120
On_the_hunt_for_‘hierarchical’.txt,120
Common_painkillers_combined_wi.txt,120
Making_connections:_Bringing_a.txt,120
Is_social_media_use_a_potentia.txt,120
Pulmonary_embolism_and_COVID-1.txt,120
Microneedles_pierce_biofilm_fo.txt,120
Genetic_testing_does_not_cause.txt,120
How_plants_leave_behind_their_.txt,120
Stalagmites_trace_climate_hist.txt,120
Brain_chemical_abnormalities_i.txt,120
Smoking_while_pregnant_linked_.txt,120
More_tolerant_primates_have_a_.txt,120
Sleep_apnea_more_deadly_when_p.txt,120
Access_to_essential_cancer_med.txt,120
Natural_sunscreen_gene_influen.txt,120
Computational_discovery_of_com.txt,120
"New,_young_volcano_discovered_.txt",120
Good_home_learning_in_early_ye.txt,120
COVID-19_genetic_risk_variant_.txt,120
The_protein_profile_of_restles.txt,120
New_potential_treatment_approa.txt,120
Novel_method_for_storing_and_t.txt,120
Stormwater_could_be_a_large_so.txt,120
"Social_cognition,_mood_and_fat.txt",120
COVID-19_increases_risk_of_pre.txt,120
Yoga_linked_with_improved_symp.txt,120
Study_affirms_self-reported_sl.txt,120
"High_CAC,_high_cholesterol_inc.txt",120
Risk_from_solar_flares_to_plan.txt,120
Insufficient_home_care_the_big.txt,120
New_study_puts_focus_on_early_.txt,120
Gut_microbiota_reveals_whether.txt,120
Rats_can_estimate_their_timing.txt,121
Zoo_enrichment_could_go_furthe.txt,121
Could_bariatric_surgery_make_m.txt,121
Severe_flooding_hits_central_T.txt,121
Dopamine_plays_key_role_in_son.txt,121
Mobile_phone_surveillance_coul.txt,121
Wearable_air_sampler_assesses_.txt,121
Decoding_robotic_surgery_skill.txt,121
Risk_of_multiple_tipping_point.txt,121
Cosmetic_laser_may_boost_effec.txt,121
New_findings_could_lead_to_imp.txt,121
Line_and_hook_fishing_techniqu.txt,121
Could_excessive_sugar_intake_c.txt,121
Research_network_aims_to_impro.txt,121
Anticipation_and_accents:_Talk.txt,121
New_mathematical_method_shows_.txt,121
When_good_people_get_bad_gifts.txt,121
Structures_discovered_in_brain.txt,121
Looking_for_'fingerprints'_at_.txt,121
Mediterranean_diet_associated_.txt,121
How_good_is_your_sense_of_smel.txt,121
New_numerical_method_makes_sim.txt,121
Blood_metabolites_associated_w.txt,121
Peptide_could_allow_medical_ma.txt,121
Color-coded_nutrition_labels_a.txt,121
Study_identifies_exposure_to_c.txt,121
Using_overpasses_as_shelter_fr.txt,121
Eating_disorders_more_common_i.txt,121
Learning_from_prostate_cancer-.txt,121
Common_inherited_genetic_varia.txt,121
Anthrax_may_be_the_next_tool_i.txt,121
Avocado_discovery_may_point_to.txt,121
Brain_disease_research_reveals.txt,121
Eco-friendly_micro-supercapaci.txt,121
Psychedelic_compound_from_magi.txt,121
Facial_plastic_surgeons_call_f.txt,121
Studying_water_polo_for_kicks_.txt,121
Suicide_risk:_Variety_of_diale.txt,121
Here's_why_conservatives_and_l.txt,121
Scientists_find_clues_into_cog.txt,121
Ancient_ice_reveals_mysterious.txt,121
Machine_learning_helps_to_iden.txt,121
COVID-19_brain_complications_f.txt,121
Children's_physical_activity_l.txt,121
RNA_molecules_control_repair_o.txt,121
Measles:_Activation_of_two_dif.txt,121
Women's_heart_health_linked_to.txt,121
Climate_change_will_triple_imp.txt,121
COVID-19_vaccination:_Thrombos.txt,121
Time_off_after_high_school_mak.txt,121
Dentists'_tool_boost_as_engine.txt,121
How_do_horses_read_human_emoti.txt,121
Mechanism_underlying_cancer_ce.txt,121
Brain_refreshing:_Why_the_drea.txt,121
Burning_and_tingling_in_your_f.txt,121
Mobility_restrictions_can_have.txt,121
NOAA_study_finds_fishing_tops_.txt,121
Stomach_bacteria_switch_off_hu.txt,121
Plant_roots_increase_carbon_em.txt,121
Plant-based_gummy_candy_helps_.txt,121
Superbug_impact_on_the_gut____.txt,121
Nasal_drugs_show_promise_for_s.txt,121
How_heavy_is_dark_matter?_Scie.txt,121
Delivering_the_news_with_humor.txt,121
Severe_hot_flashes_linked_to_g.txt,121
Psoriasis_patients_turn_to_alt.txt,121
Scientists_reveal_how_gut_micr.txt,121
Why_Asian_horses_don't_get_sic.txt,121
Mass_production_of_revolutiona.txt,121
Slowing_down_grape_ripening_ca.txt,122
Forensics:_New_tool_predicts_e.txt,122
How_to_break_new_records_in_th.txt,122
New_test_to_snare_those_lying_.txt,122
Which_skills_will_help_patient.txt,122
Physicists_uncover_the_topolog.txt,122
Over_the_top:_Car_jump_study_t.txt,122
Chemotherapy_drug_more_effecti.txt,122
Compact_speaker_systems_direct.txt,122
Emotion_dysregulation_in_borde.txt,122
Stepping_stones_along_the_exer.txt,122
Somebody's_watching_you:_The_s.txt,122
Later_puberty_and_later_menopa.txt,122
MMR_vaccine_could_protect_agai.txt,122
No_excuse_to_continue_reliance.txt,122
Food_waste_in_tourism_is_a_big.txt,122
AI_used_in_battle_against_asbe.txt,122
Tremors_triggered_by_typhoon_t.txt,122
Patients_receiving_low_dose_st.txt,122
Decorating_windows_for_optimal.txt,122
Study_of_inner_ear_development.txt,122
Computer_simulation_models_pot.txt,122
Agricultural_biodiversity:_Dif.txt,122
An_easy_relationship_between_a.txt,122
Scientists_discover_origin_of_.txt,122
Adults_with_neurologic_conditi.txt,122
Scientific_software_-_Quality_.txt,122
Increase_in_fatal_opioid_overd.txt,122
How_LSD_changes_perception____.txt,122
"Folic_acid_saves_1,300_babies_.txt",122
Older_men_with_higher_levels_o.txt,122
Blood_tests_can_predict_the_ri.txt,122
Infections_still_responsible_f.txt,122
Quantum_dots_boost_perovskite_.txt,122
Psychiatric_disorders_in_teena.txt,122
"Drug_used_for_pain,_anxiety_ma.txt",122
Stressed_teens_benefit_from_co.txt,122
Physicists_discover_how_partic.txt,122
Increasing_frequency_of_El_Niñ.txt,122
The_changing_patterns_of_DNA_m.txt,122
Flies_with_restless_legs_syndr.txt,122
In_children_with_multiple_scle.txt,122
Cracking_chimpanzee_culture___.txt,122
Atomtronic_device_could_probe_.txt,122
Cell_death_discovery_could_lea.txt,122
How_Toxoplasma_parasites_glide.txt,122
Cooling_treatment_reduces_epil.txt,122
Rating_films_with_smoking_'R'_.txt,122
Quitting_smoking_enhances_pers.txt,122
Food_safety_model_may_help_pan.txt,122
Altering_traumatic_memories___.txt,122
Caribbean_coral_reefs_have_bee.txt,122
Online_information_on_vaccines.txt,122
What_musical_taste_tells_us_ab.txt,122
Muscle_relaxant_or_opioid_comb.txt,122
Compound_corrects_iron-deliver.txt,122
Why_middle-class_residents_wan.txt,122
Light_as_a_fairy_tale:_What_ma.txt,122
How_coworkers_impact_the_value.txt,122
Genetic_malfunction_of_brain_a.txt,123
A_new_reality_for_beauty_stand.txt,123
Planned_repeat_C-section_not_l.txt,123
Brain-inspired_highly_scalable.txt,123
Astronomers_identify_potential.txt,123
Preventing_lung_cancer's_unwel.txt,123
New_incisionless_surgery_to_tr.txt,123
New_approach_could_overcome_fu.txt,123
What_is_the_meaning_of_life?_A.txt,123
Many_practitioners_are_not_pre.txt,123
New_theory_on_why_more_women_t.txt,123
"Squatina_mapama,_new_species_f.txt",123
How_prostate_cancer_cells_mimi.txt,123
Study_links_stress_hormone_wit.txt,123
More_than_90_percent_of_protec.txt,123
Two_virus-carrying_mosquito_sp.txt,123
Scientists_discover_White-hand.txt,123
Care_providers'_understanding_.txt,123
Scrapie_could_breach_the_speci.txt,123
Tiny_cat-sized_stegosaur_leave.txt,123
Green_information_technologies.txt,123
Data_supports_early_COVID-19_v.txt,123
Increased_risk_of_Parkinson's_.txt,123
Sleep_disorders_linked_with_mo.txt,123
Living_environment_affects_chi.txt,123
Moneyball_advantage_peters_out.txt,123
Long-term_use_of_common_heartb.txt,123
Genetic_engineering_can_have_a.txt,123
Nearly_half_of_poison_control_.txt,123
Deciphering_structure_of_a_tox.txt,123
Analysis_reveals_high_burden_o.txt,123
Traditional_Ghanaian_medicines.txt,123
More_deaths_in_England_and_Sco.txt,123
Tuberculosis:_New_biomarker_in.txt,123
TB_study_reveals_potential_tar.txt,123
How_off-line_retailers_can_fig.txt,123
What_effect_does_early_social_.txt,123
Scientists_think_a_peptide_cou.txt,123
Experimental_treatment_slows_p.txt,123
Common_painkillers_linked_to_i.txt,123
How_embryo_cells_gain_independ.txt,123
Hemostatic_powder_stops_bleedi.txt,123
Hidden_link_between_cellular_d.txt,123
New_fault_zone_measurements_co.txt,123
A_stressful_life_in_the_city_a.txt,123
When_the_body_attacks_the_brai.txt,123
"Wait,_just_a_second,_is_your_d.txt",123
Risk_of_miscarriage_linked_str.txt,123
Fungal_skin_infections_commonl.txt,123
New_cause_of_brain_defects_in_.txt,123
Researchers_identify_protectiv.txt,123
Colon_cancer_risk_extends_to_s.txt,123
85%_of_coral_reef_fish_studied.txt,123
The_prostate_cancer_cell_that_.txt,123
Shifting_bacterial_communities.txt,123
Diet_may_help_preserve_cogniti.txt,123
TJP1_protein_may_identify_mult.txt,123
Study_shows_protein_that_rever.txt,123
Micronutrient_deficiencies_com.txt,123
Red_Fungus_Turned_Orange_May_H.txt,123
Main_genetic_causes_of_autoimm.txt,123
New_ancient_shark_discovered__.txt,123
Low_back_pain?_Don't_blame_the.txt,123
Methane_from_carbon_dioxide___.txt,123
Metabolism_found_to_regulate_p.txt,123
Capturing_40_years_of_climate_.txt,123
Factoring_in_gravitomagnetism_.txt,123
Research_identifies_new_family.txt,123
Supervolcano_fed_from_Earth's_.txt,123
HSC_transplants_in_embryos:_Op.txt,123
Brain_mapping_method_illuminat.txt,123
Implantable_biosensor_operates.txt,123
Engineers_combine_AI_and_weara.txt,123
Data_continues_to_show_that_Am.txt,124
Vocal_music_boosts_the_recover.txt,124
"Odd_bodies,_rapid_spins_keep_c.txt",124
Pesticide_management_is_failin.txt,124
The_cement_for_coral_reefs____.txt,124
Previously_unknown_effect_of_v.txt,124
A_star_in_subtropical_Japan:_A.txt,124
Male_virgins_can_still_acquire.txt,124
Genetically_modified_crops_to_.txt,124
Astronomers_discover_how_to_fe.txt,124
Arctic_krill_use_twilight_to_g.txt,124
Attractiveness_pays_off_at_wor.txt,124
Novel_technique_seamlessly_con.txt,124
Shining_a_light_on_Moon’s_olde.txt,124
Charting_hidden_territory_of_t.txt,124
Recent_survey_provides_updated.txt,124
Gene_breakthrough_on_lithium_t.txt,124
Slow_motion_precursors_give_ea.txt,124
Virus_co-opts_immune_protein_t.txt,124
Teenagers_learn_about_modern_l.txt,124
Mercury's_magnetic_field_is_al.txt,124
Twice_weekly_iron_supplementat.txt,124
Researchers_uncover_additional.txt,124
Constraining_quantum_measureme.txt,124
Microscopic_fossils_record_anc.txt,124
Clover_growth_in_Mars-like_soi.txt,124
"Tampons,_sanitary_napkins_coul.txt",124
Improving_FDA's_COVID-19_vacci.txt,124
Definitive_global_transfusion_.txt,124
Gene_expression_patterns_may_h.txt,124
Study_evaluates_immersive_virt.txt,124
Applying_mathematics_takes_'fr.txt,124
Ozone_pollution_harms_maize_cr.txt,124
Scents_sell:_The_sweet_smell_o.txt,124
Early_lower_respiratory_tract_.txt,124
Exercise_linked_to_improved_er.txt,124
Norovirus_clusters_are_resista.txt,124
Ten_more_years_of_real_money?_.txt,124
Different_brain_areas_linked_t.txt,124
Exploring_the_past:_Computatio.txt,124
Courting_success:_Why_the_'hea.txt,124
'Inchworm'_pattern_of_Indonesi.txt,124
Occupational_hazards_account_f.txt,124
No_chronic_wasting_disease_tra.txt,124
Should_films_with_smoking_have.txt,124
Researchers_document_self-repo.txt,124
Sibling's_likelihood_of_autism.txt,124
Chickenpox_vaccination_lowers_.txt,124
Challenging_the_Big_Bang_puzzl.txt,124
Advanced_prostate_cancer_has_a.txt,124
Researchers_study_extent_of_he.txt,124
Digitally_removing_clouds_from.txt,124
Vitamin_deficiency_after_weigh.txt,124
Introducing_organs-on-chips_to.txt,124
Fasting_may_help_ward_off_infe.txt,124
Faulty_transportation_of_messe.txt,124
"Whiter_teeth,_without_the_burn.txt",124
Research_unlocks_new_informati.txt,124
Spinal_surgery_diminishes_low_.txt,124
When_COVID-19_meets_flu_season.txt,124
Bed_sharing_does_not_lead_to_s.txt,124
Lifestyle_more_likely_to_affec.txt,124
Parental_stress_is_a_contribut.txt,124
Traumatic_childhood_may_increa.txt,124
Anxiety_and_neuroticism_linked.txt,124
Role_of_cancer_protein_ARID1A_.txt,124
Gene_disruption_signals_cerebr.txt,124
Scientists_may_need_to_rethink.txt,124
When_people_'click'_they_respo.txt,124
Warning_signs_of_sight_loss_co.txt,124
Early_signs:_Perceptual_distor.txt,124
Mood_instability_common_to_men.txt,124
NASA's_SDO_sees_massive_filame.txt,124
Men_with_restless_legs_syndrom.txt,124
Over-conditioning_kills:_Non-t.txt,124
Major_risk_of_injury_for_recre.txt,125
Researchers_discover_new_inhib.txt,125
Food_scientists_slice_time_off.txt,125
Repetition_a_key_factor_in_lan.txt,125
Paid_sick_leave_mandates_hold_.txt,125
Scientists_use_Flickr_photos_t.txt,125
UK_rates_of_nearsightedness_ha.txt,125
Periodontal_disease_increases_.txt,125
Wearable_sensor_measures_airbo.txt,125
New_model_gives_wineries_bette.txt,125
Skin_stem_cells_get_moving_for.txt,125
Powerful_molecules_provide_new.txt,125
Researchers_discover_how_the_p.txt,125
Psychedelic_spurs_growth_of_ne.txt,125
Will_this_solve_the_mystery_of.txt,125
A_licence_to_parent?__________.txt,125
Study_highlights_worldwide_dis.txt,125
People_in_urban_areas_had_bett.txt,125
Maples_in_the_mountains_provid.txt,125
Important_step_towards_fasting.txt,125
Some_vaccine_doubters_may_be_s.txt,125
New_yeast_prion_helps_cells_su.txt,125
Dawn_spacecraft_delivers_new_i.txt,125
Study_questions_the_role_of_vi.txt,125
Combination_therapy_protects_a.txt,125
Adult_epilepsy_treatment_reduc.txt,125
Artisanal_CBD_not_as_effective.txt,125
New_mechanism_in_the_liver_hel.txt,125
Harnessing_the_brain's_plastic.txt,125
Epigenetic_aging_linked_to_bip.txt,125
A_novel_gene_discovery_associa.txt,125
Devising_new_meat_alternatives.txt,125
Safety_concerns_raised_for_neu.txt,125
Consistent_asteroid_showers_ro.txt,125
Food_for_thought:_A_high-fiber.txt,125
Snakes_more_likely_to_inbreed_.txt,125
Sudden_hearing_loss:_Update_to.txt,125
Making_AI_algorithms_show_thei.txt,125
Osteoarthritis_can_increase_yo.txt,125
Bacteria_associated_with_stoma.txt,125
Assessing_health_risks_from_oi.txt,125
Exploiting_epigenetic_variatio.txt,125
Migraines_caused_by_alteration.txt,125
Exercise_helps_prevent_cartila.txt,125
Big_data_reveals_classical_mus.txt,125
"Celecoxib,_Naproxen_Safety_Res.txt",125
How_skin_cells_prepare_to_heal.txt,125
Storytelling_can_reduce_VR_cyb.txt,125
Discovery_of_a_mechanism_for_m.txt,125
Development_of_a_diamond_trans.txt,125
Dogs_can_detect_traces_of_gaso.txt,125
Deep_magma_facilitates_the_mov.txt,125
"Alcohol,_fibromyalgia,_and_qua.txt",125
Can_life_emerge_on_planets_aro.txt,125
Pneumococcal_DNA_predicts_cour.txt,125
"New_drug_target_for_Ebola,_Mar.txt",125
Suitable_growing_regions_for_c.txt,125
Seeing_both_the_forest_and_the.txt,125
Cold_planets_exist_throughout_.txt,125
Lower_airways_are_distinct_in_.txt,125
Being_clean_and_hygienic_need_.txt,125
Newly_discovered_infectious_pr.txt,125
Trio_of_drugs_may_combat_'trip.txt,125
Support_for_democracy_linked_t.txt,125
The_effect_of_sleep_quality_on.txt,125
Atypical_skin_mole_may_provide.txt,126
Alcohol_use_changed_right_afte.txt,126
Lower_back_pain?_Self-administ.txt,126
Common_cold_jumpstarts_defense.txt,126
Developing_a_treatment_for_vis.txt,126
Rectal_microbes_influence_effe.txt,126
Fans_prefer_teams_that_built_s.txt,126
Taking_madness_out_of_March_Ma.txt,126
Gut_health_compromised_in_seve.txt,126
New_theoretical_approach_to_ma.txt,126
Scientists_probe_Neptune's_dep.txt,126
Blood_pressure_rose_during_the.txt,126
Deaths_and_major_morbidity_fro.txt,126
Blowing_up_medieval_gunpowder_.txt,126
Vaccine_candidate_against_SARS.txt,126
Foreign_language_learners_shou.txt,126
86_million_workdays_lost_to_mi.txt,126
Tuning_flexible_circuits_with_.txt,126
People_are_essential_to_conser.txt,126
Virology:_Equine_hepatitis_vir.txt,126
Breakthrough_in_converting_car.txt,126
Marijuana_may_impair_female_fe.txt,126
Deaths_due_to_tainted_herbal_m.txt,126
Research_team_makes_breakthrou.txt,126
Majority_of_Americans_believe_.txt,126
How_long_does_it_really_take_t.txt,126
A_single-application_treatment.txt,126
A_shake-up_in_cell_culturing:_.txt,126
What’s_changed_in_genetics_sin.txt,126
Step_toward_'ink'_development_.txt,126
Physical_activity_protects_chi.txt,126
Researchers_identify_immunolog.txt,126
"""Crossover""_Drug_Effective_For.txt",126
Spatz_10-Step_System:_A_nation.txt,126
"Researchers_develop_low-power,.txt",126
COVID-19_will_affect_the_food_.txt,126
Cellular_'hotspots'_in_the_bra.txt,126
Scientists_discover_that_nicot.txt,126
Creating_stretchable_thermoele.txt,126
Marriage_name_game:_What_kind_.txt,126
Gorillas_do_not_bluff_when_the.txt,126
Drug_discount_cards_could_actu.txt,126
Vitamin_E_found_to_prevent_mus.txt,126
Brain_imaging_reveals_dynamic_.txt,126
Scientists_show_that_a_novel_t.txt,126
Retinoic_acid_gradient_visuali.txt,126
Key_to_beating_colorectal_canc.txt,126
Death_rate_from_Parkinson's_ri.txt,126
Hope_for_psychosis_sufferers__.txt,126
Glaucoma_could_be_successfully.txt,126
Chimpanzee_friends_fight_toget.txt,126
Drones_could_still_be_a_threat.txt,126
Onset_of_modern_sea_level_rise.txt,126
Do_as_the_Romans:_Power_plant_.txt,126
Da_Vinci's_hand_impairment_cau.txt,126
New_'toolbox'_for_urological_c.txt,126
Cocaine_or_ecstasy_consumption.txt,126
Why_do_shorter_men_go_bald_mor.txt,126
Stem_cell_population_identifie.txt,126
New_research_links_genetic_def.txt,126
Despite_fewer_looking_for_work.txt,126
Culturally_sensitive_conservat.txt,126
Using_the_Earth’s_noise_to_see.txt,126
New_AI_tool_captures_top_playe.txt,126
Having_two_jobs_is_great_for_e.txt,126
Consuming_fruit_and_vegetables.txt,127
New_findings_on_disease_risk_a.txt,127
Is_the_Milky_Way_an_'outlier'_.txt,127
Personality_Disorders_Cause_Em.txt,127
Competitive_athletics:_Detecti.txt,127
Viruses_that_infect_bacteria_a.txt,127
Type_2_diabetes:_Too_much_gluc.txt,127
Correcting_inherited_gene_alte.txt,127
Speed_and_absorption_key_to_op.txt,127
Copy_number_variants_contribut.txt,127
New_strategies_needed_to_help_.txt,127
Ancient_teeth_reveal_surprisin.txt,127
Allergen_chip:_Allergies_can_e.txt,127
Fingerprint_test_can_distingui.txt,127
A_daily_dose_of_yogurt_could_b.txt,127
Tracking_Australia's_gigantic_.txt,127
Does_nerve_damage_contribute_t.txt,127
New_guidelines_published_to_im.txt,127
Having_an_abortion_does_not_le.txt,127
Almost_all_adolescents_in_an_e.txt,127
How_hormones_may_alleviate_sid.txt,127
Conservative_treatment_with_a_.txt,127
Release_of_treated_wastewater_.txt,127
New_understanding_of_COX-1_and.txt,127
Ocean_acidification_and_warmin.txt,127
New_guidelines_may_help_reduce.txt,127
B-group_vitamins_can_improve_c.txt,127
Breakthrough_in_fight_against_.txt,127
Scientists_discover_new_pathwa.txt,127
Where_have_all_the_birds_gone?.txt,127
Medical_cannabis_can_reduce_es.txt,127
Driving_lessons:_Study_finds_r.txt,127
Graphene_and_an_intense_laser_.txt,127
"Monkeys,_like_people,_can_'cho.txt",127
Making_solar_energy_even_more_.txt,127
Machine_learning_helps_mathema.txt,127
3D_printing_of_blood_plasma_ma.txt,127
"In_hot_weather,_outdoor_labore.txt",127
People_are_persuaded_by_social.txt,127
Researchers_draw_more_links_be.txt,127
Lively_tunes_boost_sales_in_cr.txt,127
Transiting_exoplanet_with_long.txt,127
'Sniffing_out'_fruity_thiols_i.txt,127
How_damaging_immune_cells_deve.txt,127
Seizures_during_menstrual_cycl.txt,127
Early_life_stress_is_associate.txt,127
These_neurons_affect_how_much_.txt,127
Quest_to_deliver_ultra-fast_an.txt,127
